name,benefits
"Former Adventurer","Equipment: A dagger, quarterstaff, or shortsword (if proficient), an old souvenir from your
previous adventuring days, a set of traveler's clothes, 50 feet of hempen rope,
and a belt pouch containing 15 gp | Languages: One of your choice | Old Friends and Enemies: Your previous career as an adventurer might have been brief or long. Either way,
you certainly journeyed far and met people along the way. Some of these
acquaintances might remember you fondly for aiding them in their time of need.
On the other hand, others may be suspicious, or even hostile, because of your
past actions. When you least expect it, or maybe just when you need it, you
might encounter someone who knows you from your previous adventuring career.
These people work in places high and low, their fortunes varying widely. The
individual responds appropriately based on your mutual history, helping or
hindering you at the GM's discretion. | Skill Proficiencies: Perception, Survival | Suggested Characteristics: Former adventurers bring a level of practical experience that fledgling heroes
can't match. However, the decisions, outcomes, successes, and failures of your
previous career often weigh heavily on your mind. The past seldom remains in the
past. How you rise to these new (or old) challenges determines the outcome of
your new career.

d8 Personality Trait 1 I have a thousand stories about every aspect of the
adventuring life. 2 My past is my own, and to the pit with anyone who pushes me
about it. 3 I can endure any hardship without complaint. 4 I have a list of
rules for surviving adventures, and I refer to them often. 5 It's a dangerous
job, and I take my pleasures when I can. 6 I can't help mentioning all the
famous friends I've met before. 7 Anyone who doesn't recognize me is clearly not
someone worth knowing. 8 I've seen it all. If you don't listen to me, you're
going to get us all killed.

d6 Ideal 1 Strength. Experience tells me there are no rules to war. Only victory
matters. (Evil) 2 Growth. I strive to improve myself and prove my worth to my
companions—and to myself. (Any) 3 Thrill. I am only happy when I am facing
danger with my life on the line. (Any) 4 Generous. If I can help someone in
danger, I will. (Good) 5 Ambition. I may have lost my renown, but nothing will
stop me from reclaiming it. (Chaotic) 6 Responsibility. Any cost to myself is
far less than the price of doing nothing. (Lawful)

d6 Bond 1 I will end the monsters who killed my family and pulled me back into
the adventuring life. 2 A disaster made me retire once. Now I will stop it from
happening to anyone else. 3 My old weapon has been my trusted companion for
years. It's my lucky charm. 4 My family doesn't understand why I became an
adventurer again, which is why I send them souvenirs, letters, or sketches of
exciting encounters in my travels. 5 I was a famous adventurer once. This time,
I will be even more famous, or die trying. 6 Someone is impersonating me. I will
hunt them down and restore my reputation.

d6 Flaw 1 It's all about me! Haven't you learned that by now? 2 I can identify
every weapon and item with a look. 3 You think this is bad? Let me tell you
about something really frightening. 4 Sure, I have old foes around every corner,
but who doesn't? 5 I'm getting too old for this. 6 Seeing the bad side in
everything just protects you from inevitable disappointment. | Tool Proficiencies: No additional tool proficiencies"
"Freebooter","A Friendly Face in Every Port: Your reputation precedes you. Whenever you visit a port city, you can always
find someone who knows of (or has sailed on) your former ship and is familiar
with its captain and crew. They are willing to provide you and your traveling
companions with a roof over your head, a bed for the night, and a decent meal.
If you have a reputation for cruelty and savagery, your host is probably afraid
of you and will be keen for you to leave as soon as possible. Otherwise, you
receive a warm welcome, and your host keeps your presence a secret, if needed.
They may also provide you with useful information about recent goings-on in the
city, including which ships have been in and out of port. | Equipment: A pirate flag from your ship, several tattoos, 50 feet of rope, a set of
traveler's clothes, and a belt pouch containing 10 gp | Languages: No additional languages | Skill Proficiencies: Athletics, Survival | Suggested Characteristics: Freebooters are a boisterous lot, but their personalities include freedom-loving
mavericks and mindless thugs. Nonetheless, sailing a ship requires discipline,
and freebooters tend to be reliable and aware of their role on board, even if
they do their own thing once fighting breaks out. Most still yearn for the sea,
and some feel shame or regret for past deeds.

d8 Personality Trait 1 I'm happiest when I'm on a gently rocking vessel, staring
at the distant horizon. 2 Every time we hoisted the mainsail and raised the
pirate flag, I felt butterflies in my stomach. 3 I have lovers in a dozen
different ports. Most of them don't know about the others. 4 Being a pirate has
taught me more swear words and bawdy jokes than I ever knew existed. I like to
try them out when I meet new people. 5 One day I hope to have enough gold to
fill a tub so I can bathe in it. 6 There's nothing I enjoy more than a good
scrap—the bloodier, the better. 7 When a storm is blowing and the rain is
lashing the deck, I'll be out there getting drenched. It makes me feel so alive!
8 Nothing makes me more annoyed than a badly tied knot.

d6 Ideal 1 Freedom. No one tells me what to do or where to go. Apart from the
captain. (Chaotic) 2 Greed. I'm only in it for the booty. I'll gladly stab
anyone stupid enough to stand in my way. (Evil) 3 Comradery. My former shipmates
are my family. I'll do anything for them. (Neutral) 4 Greater Good. No man has
the right to enslave another, or to profit from slavery. (Good) 5 Code. I may be
on dry land now, but I still stick to the Freebooter's Code. (Lawful) 6
Aspiration. One day I'll return to the sea as the captain of my own ship. (Any)

d6 Bond 1 Anti-slavery pirates rescued me from a slave ship. I owe them my life.
2 I still feel a deep attachment to my ship. Some nights I dream her figurehead
is talking to me. 3 I was the ship's captain until the crew mutinied and threw
me overboard to feed the sharks. I swam to a small island and survived.
Vengeance will be mine! 4 Years ago, when my city was attacked, I fled the city
on a small fleet bound for a neighboring city. I arrived back in the ruined city
a few weeks ago on the same ship and can remember nothing of the voyage. 5 I
fell asleep when I was supposed to be on watch, allowing our ship to be taken by
surprise. I still have nightmares about my shipmates who died in the fighting. 6
One of my shipmates was captured and sold into slavery. I need to rescue them.

d6 Flaw 1 I'm terrified by the desert. Not enough water, far too much sand. 2 I
drink too much and end up starting barroom brawls. 3 I killed one of my
shipmates and took his share of the loot. 4 I take unnecessary risks and often
put my friends in danger. 5 I sold captives taken at sea to traders. 6 Most of
the time, I find it impossible to tell the truth. | Tool Proficiencies: Navigator's tools, vehicles (water)"
"Gamekeeper","Confirmed Guildmember: As a recognized member of the Gamekeepers' Guild, you are knowledgeable in the
care, training, and habits of animals used for hunting. With 30 days' of work
and at least 2 gp for each day, you can train a raptor, such as a hawk, falcon,
or owl, or a hunting dog, such as a hound, terrier, or cur, to become a hunting
companion. Use the statistics of an owl for the raptor and the statistics of a
jackal for the hunting dog. A hunting companion is trained to obey and respond
to a series of one-word commands or signals, communicating basic concepts such
as attack, protect, retrieve, find, hide, or similar. The companion can know up
to six such commands and can be trained to obey a number of creatures, other
than you, equal to your proficiency bonus. A hunting companion travels with you
wherever you go, unless you enter a particularly dangerous environment (such as
a poisonous swamp), or you command the companion to stay elsewhere. A hunting
companion doesn't join you in combat and stays on the edge of any conflict until
it is safe to return to your side. When traveling overland with a hunting
companion, you can use the companion to find sufficient food to sustain yourself
and up to five other people each day. You can have only one hunting companion at
a time. | Equipment: A set of leatherworker's tools, a hunting trap, fishing tackle, a set of
traveler's clothes, and a belt pouch containing 10 gp | Languages: One of your choice | Skill Proficiencies: Animal Handling, Persuasion | Suggested Characteristics: You are one of the capable people who maintains hunting preserves, trains
coursing hounds and circling raptors, and plans the safe outings that allow fair
nobles, rich merchants, visiting dignitaries, and their entourages to venture
into preserves and forests to seek their quarry. You are as comfortable hunting
quarry in the forest as you are conversing with members of the elite who have an
interest in hunting.

d8 Personality Trait 1 Nature has lessons to teach us all, and I'm always happy
to share them. 2 Once while out on a hunt, something happened which was very
relatable to our current situation. Let me tell you about it. 3 My friends are
my new charges, and I'll make sure they thrive. 4 Preparation and knowledge are
the key to any success. 5 I've dealt with all sorts of wealthy and noble folk,
and I've seen just how spoiled they can be. 6 I feel like my animals are the
only ones who really understand me. 7 You can train yourself to accomplish
anything you put your mind to accomplishing. 8 The world shows you everything
you need to know to understand a situation. You just have to be paying attention
to the details.

d6 Ideal 1 Dedication. Your willingness to get the job done, no matter what the
cost, is what is most important. (Evil) 2 Training. You sink to the level of
your training more often than you rise to the occasion. (Any) 3 Prestige. Pride
in your training, your work, and your results is what is best in life. (Any) 4
Diligent. Hard work and attention to detail bring success more often than
failure. (Good) 5 Nature. The glory and majesty of the wild world outshine
anything mortals create. (Chaotic) 6 Responsibility. When you take an oath to
protect and shepherd something, that oath is for life. (Lawful)

d6 Bond 1 I understand animals better than people, and the way of the hunter
just makes sense. 2 I take great pride in providing my services to the wealthy
and influential. 3 Natural spaces need to be tended and preserved, and I take
joy in doing it when I can. 4 I need to ensure people know how to manage nature
rather than live in ignorance. 5 Laws are important to prevent nature's
overexploitation. 6 I can be alone in the wilderness and not feel lonely.

d6 Flaw 1 Individuals can be all right, but civilization is the worst. 2 The
wealthy and nobility are a rot in society. 3 Things die, either by predators or
nature; get used to it. 4 Everything can be managed if you want it badly enough.
5 When you make exceptions, you allow unworthy or wasteful things to survive. 6
If you don't work hard for something, is it worth anything? | Tool Proficiencies: Leatherworker's tools"
"Innkeeper","Equipment: A set of either brewer's supplies or cook's utensils, a dagger or light hammer,
traveler's clothes, and a pouch containing 20 gp | I Know Someone: In interacting with the wide variety of people who graced the tables and bars of
your previous life, you gained an excellent knowledge of who might be able to
perform a particular task, provide the right service, sell the perfect item, or
be able to connect you with someone who can. You can spend a couple of hours in
a town or city and identify a person or place of business capable of selling the
product or service you seek, provided the product is nonmagical and isn't worth
more than 250 gp. At the GM's discretion, these restrictions can be lifted in
certain locations. The price might not always be what you hoped, the quality
might not necessarily be the best, or the person's demeanor may be grating, but
you can find the product or service. In addition, you know within the first hour
if the product or service you desire doesn't exist in the community, such as a
coldweather outfit in a tropical fishing village. | Languages: Two of your choice | Skill Proficiencies: Insight plus one of your choice from among Intimidation or Persuasion | Suggested Characteristics: The day-to-day operation of a tavern or inn teaches many lessons about people
and how they interact.

The nose for trouble, the keen eye on the kegs, and the ready hand on a
truncheon translates well to the life of an adventurer.

d8 Personality Trait 1 I insist on doing all the cooking, and I plan strategies
like I cook—with proper measurements and all the right ingredients. 2 Lending a
sympathetic ear or a shoulder to cry on often yields unexpected benefits. 3 I
always have a story or tale to relate to any situation. 4 There is a world of
tastes and flavors to explore. 5 Few problems can't be solved with judicious
application of a stout cudgel. 6 I never pass up the chance to bargain. Never. 7
I demand the finest accommodations; I know what they're worth. 8 I can defuse a
situation with a joke, cutting remark, or arched eyebrow.

d6 Ideal 1 Service. If we serve others, they will serve us in turn. (Lawful) 2
Perspective. People will tell you a great deal about themselves, their
situations, and their desires, if you listen. (Any) 3 Determination. Giving up
is not in my nature. (Any) 4 Charity. I try to have extra coins to buy a meal
for someone in need. (Good) 5 Curiosity. Staying safe never allows you to see
the wonders of the world. (Chaotic) 6 Selfish. We must make sure we bargain for
what our skills are worth; people don't value what you give away for free.
(Evil)

d6 Bond 1 I started my career in a tavern, and I'll end it running one of my
very own. 2 I try to ensure stories of my companions will live on forever. 3 You
want to take the measure of a person? Have a meal or drink with them. 4 I've
seen the dregs of life pass through my door, and I will never end up like them.
5 A mysterious foe burned down my inn, and I will have my revenge. 6 One day, I
want my story to be sung in all the taverns of my home city.

d6 Flaw 1 I can't help teasing or criticizing those less intelligent than I. 2 I
love rich food and drink, and I never miss a chance at a good meal. 3 I never
trust anyone who won't drink with me. 4 I hate it when people start fights in
bars; they never consider the consequences. 5 I can't stand to see someone go
hungry or sleep in the cold if I can help it. 6 I am quick to anger if anyone
doesn't like my meals or brews. If you don't like it, do it yourself. | Tool Proficiencies: No additional tool proficiencies"
"Mercenary Company Scion","Equipment: A backpack, a signet ring emblazoned with the symbol of your family's free
company, a musical instrument of your choice, a mess kit, a set of traveler's
clothes, and a belt pouch containing 20 gp | Languages: One of your choice | Skill Proficiencies: Athletics, History | Suggested Characteristics: The turmoil of war, the drudgery of the camp, long days on the road, and the
thrill of battle shape a Mercenary Company Scion to create strong bonds of
loyalty, military discipline, and a practical mind. Yet this history can scar as
well, leaving the scion open to guilt, pride, resentment, and hatred.

d8 Personality Trait 1 I am ashamed of my family's reputation and seek to
distance myself from their deeds. 2 I have seen the world and know people
everywhere. 3 I expect the best life has to offer and won't settle for less. 4 I
know stories from a thousand campaigns and can apply them to any situation. 5
After too many betrayals, I don't trust anyone. 6 My parents were heroes, and I
try to live up to their example. 7 I have seen the horrors of war; nothing
dis'turbs me anymore. 8 I truly believe I have a destiny of glory and fame
awaiting me.

d6 Ideal 1 Glory. Only by fighting for the right causes can I achieve true fame
and honor. (Good) 2 Dependable. Once my oath is given, it cannot be broken.
(Lawful) 3 Seeker. Life can be short, so I will live it to the fullest before I
die. (Chaotic) 4 Ruthless. Only the strong survive. (Evil) 5 Mercenary. If you
have gold, I'm your blade. (Neutral) 6 Challenge. Life is a test, and only by
meeting life head on can I prove I am worthy. (Any)

d6 Bond 1 My parent's legacy is a tissue of lies. I will never stop until I
uncover the truth. 2 I am the only one who can uphold the family name. 3 My
companions are my life, and I would do anything to protect them. 4 I will never
forget the betrayal leading to my parent's murder, but I will avenge them. 5 My
honor and reputation are all that matter in life. 6 I betrayed my family to
protect my friend who was a soldier in another free company.

d6 Flaw 1 I have no respect for those who never signed on to a mercenary company
or walked the battlefield. 2 I cannot bear losing anyone close to me, so I keep
everyone at a distance. 3 Bloody violence is the only way to solve problems. 4 I
caused the downfall of my family's mercenary company. 5 I am hiding a horrible
secret about one of my family's patrons. 6 I see insults to my honor or
reputation in every whisper, veiled glance, and knowing look. | The Family Name: Your family name is well known in the closeknit world of mercenary companies.
Members of mercenary companies readily recognize your name and will provide
food, drink, and shelter with pleasure or out of fear, depending upon your
family's reputation. You can also gain access to friendly military encampments,
fortresses, or powerful political figures through your contacts among the
mercenaries. Utilizing such connections might require the donation of money,
magic items, or a great deal of drink. | Tool Proficiencies: One type of gaming set, one musical instrument"
"Mercenary Recruit","Equipment: A letter of introduction from an old teacher, a gaming set of your choice,
traveling clothes, and a pouch containing 10 gp | Languages: No additional languages | Skill Proficiencies: Athletics, Persuasion | Suggested Characteristics: Recruits are eager to earn their place in the world of mercenaries. Sometimes
humble, other times filled with false bravado, they are still untested by the
joys and horrors awaiting them. Meaning well and driven to learn, recruits are
generally plagued by their own fears, ignorance, and inexperience.

d8 Personality Trait 1 I am thrilled by the thought of an upcoming fight. 2 Why
wait until I'm famous to have songs written about me? I can write my own right
now! 3 I know many stories and legends of famous adventurers and compare
everything to these tales. 4 Humor is how I deal with fear. 5 I always seek to
learn new ways to use my weapons and love sharing my knowledge. 6 The only way I
can prove myself is to work hard and take risks. 7 When you stop training, you
sign your own death notice 8 I try to act braver than I actually am.

d6 Ideal 1 Respect. To be treated with honor and trust, I must honor and trust
people first. (Good) 2 Discipline. A good soldier obeys orders. (Lawful) 3
Courage. Sometimes doing the right thing means breaking the law. (Chaotic) 4
Excitement. I live for the thrill of battle, the rush of the duel, and the glory
of victory. (Neutral) 5 Power. When I achieve fame and power, no one will give
me orders anymore! (Evil) 6 Ambition. I will make something of myself no matter
what. (Any)

d6 Bond 1 My first mentor was murdered, and I seek the skills to avenge that
crime. 2 I will become the greatest mercenary warrior ever. 3 I value the
lessons from my teachers and trust them implicitly. 4 My family has sacrificed
much to get me this far. I must repay their faith in me. 5 I will face any
danger to win the respect of my companions. 6 I have hidden a map to an amazing
and powerful magical treasure until I grow strong enough to follow it.

d6 Flaw 1 I do not trust easily and question anyone who attempts to give me
orders. 2 I ridicule others to hide my insecurities. 3 To seem brave and
competent, I refuse to allow anyone to doubt my courage. 4 I survived an attack
by a monster as a child, and I have feared that creature ever since. 5 I have a
hard time thinking before I act. 6 I hide my laziness by tricking others into
doing my work for me. | Theoretical Experience: You have an encyclopedic knowledge of stories, myths, and legends of famous
soldiers, mercenaries, and generals. Telling these stories can earn you a bed
and food for the evening in taverns, inns, and alehouses. Your age or
inexperience is endearing, making commoners more comfortable with sharing local
rumors, news, and information with you. | Tool Proficiencies: One type of gaming set"
"Monstrous Adoptee","Abnormal Demeanor: Your time with your adopted parents taught you an entire lexicon of habits,
behaviors, and intuitions suited to life in the wild among creatures of your
parents' type. When you are in the same type of terrain your adopted parent
inhabits, you can find food and fresh water for yourself and up to five other
people each day. In addition, when you encounter a creature like your adopted
parent or parents, the creature is disposed to hear your words instead of
leaping directly into battle. Mindless or simple creatures might not respond to
your overtures, but more intelligent creatures may be willing to treat instead
of fight, if you approach them in an appropriate manner. For example, if your
adopted parent was a cloaker, when you encounter a cloaker years later, you
understand the appropriate words, body language, and motions for approaching the
cloaker respectfully and peacefully. | Equipment: A club, handaxe, or spear, a trinket from your life before you were adopted, a
set of traveler's clothes, a collection of bones, shells, or other natural
objects, and a belt pouch containing 5 gp | Languages: One language of your choice, typically your adopted parents' language (if any) | Skill Proficiencies: Intimidation, Survival | Suggested Characteristics: When monstrous adoptees leave their adopted parents for the wider world, they
often have a hard time adapting. What is common or usual for many humanoids
strikes them as surprising, frightening, or infuriating, depending on the
individual. Most make an effort to adjust their habits and imitate those around
them, but not all. Some lean into their differences, reveling in shocking those
around them. When you choose a creature to be your character's adopted parent,
think about how that might affect your character. Was your character treated
kindly? Was your character traded by their birth parents to their adopted
parents as part of some mysterious bargain? Did your character seek constant
escape or do they miss their adopted parents?

d8 Personality Trait 1 I don't eat my friends (at least not while they are
alive). My foes, on the other hand . . . 2 Meeting another's gaze is a challenge
for dominance that I never fail to answer. 3 Monsters I understand; people are
confusing. 4 There are two types of creatures in life: prey or not-prey. 5 I
often use the growls, sounds, or calls of my adopted parents instead of words. 6
Inconsequential items fascinate me. 7 It's not my fault, I was raised by [insert
parent's type here]. 8 I may look fine, but I behave like a monster.

d6 Ideal 1 Wild. After seeing the wider world, I want to be the monster that
strikes fear in the hearts of people. (Evil) 2 Insight. I want to understand the
world of my adopted parents. (Neutral) 3 Revenge. I want revenge for my lost
childhood. Monsters must die! (Any) 4 Harmony. With my unique perspective and
upbringing, I hope to bring understanding between the different creatures of the
world. (Good) 5 Freedom. My past away from law-abiding society has shown me the
ridiculousness of those laws. (Chaotic) 6 Redemption. I will rise above the
cruelty of my adopted parent and embrace the wider world. (Lawful)

d6 Bond 1 I want to experience every single aspect of the world. 2 I rely on my
companions to teach me how to behave appropriately in their society. 3 I have a
sibling, a child of my adopted parent that was raised alongside me, and now that
sibling has been kidnapped! 4 My monstrous family deserves a place in this
world, too. 5 I'm hiding from my monstrous family. They want me back! 6 An old
enemy of my adopted parents is on my trail.

d6 Flaw 1 What? I like my meat raw. Is that so strange? 2 I like to collect
trophies from my defeated foes (ears, teeth, bones, or similar). It's how I keep
score. 3 I usually forget about pesky social conventions like personal property
or laws. 4 I am easily startled by loud noises or bright lights. 5 I have
trouble respecting anyone who can't best me in a fight. 6 Kindness is for the
weak. | Tool Proficiencies: No additional tool proficiencies"
"Mysterious Origins","Equipment: A mysterious trinket from your past life, a set of artisan's tools or a musical
instrument (one of your choice), a set of common clothes, and a belt pouch
containing 5 gp | Languages: One of your choice | Skill Proficiencies: Deception, Survival | Suggested Characteristics: You may be bothered by your lack of memories and driven to recover them or
reclaim the secrets of your past, or you can use your anonymity to your
advantage.

d8 Personality Trait 1 I'm always humming a song, but I can't remember the
words. 2 I love learning new things and meeting new people. 3 I want to prove my
worth and have people know my name. 4 I don't like places that are crowded or
noisy. 5 I'm mistrustful of mages and magic in general. 6 I like to keep
everything tidy and organized so that I can find things easily. 7 Every night I
record my day in a detailed journal. 8 I live in the present. The future will
come as it may.

d6 Ideal 1 Redemption. Whatever I did in the past, I'm determined to make the
world a better place. (Good) 2 Independence. I'm beholden to no one, so I can do
whatever I want. (Chaotic) 3 Cunning. Since I have no past, no one can use it to
thwart my rise to power. (Evil) 4 Community. I believe in a just society that
takes care of people in need. (Lawful) 5 Fairness. I judge others by who they
are now, not by what they've done in the past. (Neutral) 6 Friendship. The
people in my life now are more important than any ideal. (Any)

d6 Bond 1 I have dreams where I see a loved one's face, but I can't remember
their name or who they are. 2 I wear a wedding ring, so I must have been married
before I lost my memories. 3 My mentor raised me; they told me that I lost my
memories in a terrible accident that killed my family. 4 I have an enemy who
wants to kill me, but I don't know what I did to earn their hatred. 5 I know
there's an important memory attached to the scar I bear on my body. 6 I can
never repay the debt I owe to the person who cared for me after I lost my
memories.

d6 Flaw 1 I am jealous of those who have memories of a happy childhood. 2 I'm
desperate for knowledge about my past, and I'll do anything to obtain that
information. 3 I'm terrified of meeting someone from my past, so I avoid
strangers as much as possible. 4 Only the present matters. I can't bring myself
to care about the future. 5 I'm convinced that I was powerful and rich before I
lost my memories—and I expect everyone to treat me accordingly. 6 Anyone who
shows me pity is subjected to my biting scorn. | Tool Proficiencies: One type of artisan's tools or one type of musical instrument | Unexpected Acquaintance: Even though you can't recall them, someone from your past will recognize you and
offer to aid you—or to impede you. The person and their relationship to you
depend on the truth of your backstory. They might be a childhood friend, a
former rival, or even your child who's grown up with dreams of finding their
missing parent. They may want you to return to your former life even if it means
abandoning your current goals and companions. Work with your GM to determine the
details of this character and your history with them."
"Northern Minstrel","Equipment: A book collecting all the songs, poems, or stories you know, a pair of
snowshoes, one musical instrument of your choice, a heavy fur-lined cloak, and a
belt pouch containing 10 gp | Languages: One of your choice | Northern Historian: Your education and experience have taught you how to determine the provenance of
ruins, monuments, and other structures within the north. When you spend at least
1 hour examining a structure or non-natural feature of the terrain, you can
determine if it was built by humans, dwarves, elves, goblins, giants, trolls, or
fey. You can also determine the approximate age (within 500 years) of the
construction based on its features and embellishments. | Skill Proficiencies: Perception plus one of your choice from among History or Performance | Suggested Characteristics: Northern minstrels tend to either be boisterous and loud or pensive and watchful
with few falling between these extremes. Many exude both qualities at different
times, and they have learned how and when to turn their skald persona on and
off. Like other northerners, they place a lot of stock in appearing brave and
tough, which can lead them unwittingly into conflict.

d8 Personality Trait 1 I will accept any dare and expect accolades when I
complete it. 2 Revelry and boisterousness are for foolish children. I prefer to
quietly wait and watch. 3 I am more than a match for any northern reaver. If
they believe that is not so, let them show me what stuff they are made of. 4 I
yearn for the raiding season and the tales of blood and butchery I can use to
draw the crowds. 5 Ragnarok is nigh. I will bear witness to the end of all
things and leave a record should there be any who survive it. 6 There is nothing
better than mutton, honeyed mead, and a crowd in thrall to my words. 7 The gods
weave our fates. There is nothing to do but accept this and live as we will. 8
All life is artifice. I lie better than most and I am not ashamed to reap the
rewards.

d6 Ideal 1 Valor. Stories and songs should inspire others—and me—to perform
great deeds that benefit us all. (Good) 2 Greed. There is little point in taking
action if it leads to living in squalor. I will take what I want and dare any
who disagree to oppose me. (Evil) 3 Perfection. I will not let the threat of
failure deter me. Every deed I attempt, even those I do not succeed at, serve to
improve me and prepare me for future endeavors. (Lawful) 4 Anarchy. If Ragnarok
is coming to end all that is, I must do what I want and damn the consequences.
(Chaotic) 5 Knowledge. The north is full of ancient ruins and monuments. If I
can glean their meaning, I may understand fate as well as the gods. (Any) 6
Pleasure. I will eat the richest food, sleep in the softest bed, enjoy the
finest company, and allow no one to stand in the way of my delight and
contentment. (Any)

d6 Bond 1 I have the support of my peers from the skaldic school I attended, and
they have mine. 2 I will find and answer the Unanswerable Riddle and gain
infamy. 3 I will craft an epic of such renown it will be recited the world over.
4 All my companions were slain in an ambush laid by cowardly trolls. At least I
snatched up my tagelharpa before I escaped the carnage. 5 The cold waves call to
me even across great distances. I must never stray too far from the ocean's
embrace. 6 It is inevitable that people fail me. Mead, on the other hand, never
fails to slake my thirst.

d6 Flaw 1 Only a coward retreats. The valiant press forward to victory or death.
2 All the tales I tell of my experiences are lies. 3 Critics and hecklers will
suffer my wrath once the performance is over. 4 Companions and friends cease to
be valuable if their accomplishments outshine my own. 5 I once burned down a
tavern where I was poorly received. I would do it again. 6 I cannot bear to be
gainsaid and fall into a bitter melancholy when I am. | Tool Proficiencies: One type of musical instrument"
"Occultist","Equipment: A book of obscure lore holding clues to an occult location, a bottle of black
ink, a quill, a leather-bound journal in which you record your secrets, a
bullseye lantern, a set of common clothes, and a belt pouch containing 5 gp | Languages: Two of your choice | Skill Proficiencies: Arcana, Religion | Strange Lore: Your passions for forbidden knowledge, esoteric religions, secretive cults, and
terrible histories brought you into contact with a wide variety of interesting
and unique individuals operating on the fringes of polite society. When you're
trying to find something that pertains to eldritch secrets or dark knowledge,
you have a good idea of where to start looking. Usually, this information comes
from information brokers, disgraced scholars, chaotic mages, dangerous cults, or
insane priests. Your GM might rule that the knowledge you seek isn't found with
just one contact, but this feature provides a starting point. | Suggested Characteristics: Occultists can't resist the lure of an ancient ruin, forgotten dungeon, or the
lair of some mysterious cult. They eagerly follow odd rumors, folktales, and
obscure clues found in dusty tomes. Some adventure with the hope of turning
their discoveries into fame and fortune, while others consider the answers they
uncover to be the true reward. Whatever their motivations, occultists combine
elements of archaeologist, scholar, and fanatic.

d8 Personality Trait 1 I always ask questions, especially if I think I can learn
something new. 2 I believe every superstition I hear and follow their rules
fanatically. 3 The things I know give me nightmares, and not only when I sleep.
4 Nothing makes me happier than explaining some obscure lore to my friends. 5 I
startle easily. 6 I perform a host of rituals throughout the day that I believe
protect me from occult threats. 7 I never know when to give up. 8 The more
someone refuses to believe me, the more I am determined to convince them.

d6 Ideal 1 Domination. With the power I will unearth, I will take my revenge on
those who wronged me. (Evil) 2 Mettle. Each nugget of hidden knowledge I uncover
proves my worth. (Any) 3 Lore. Knowledge is never good or evil; it is simply
knowledge. (Neutral) 4 Redemption. This dark knowledge can be made good if it is
used properly. (Good) 5 Truth. Nothing should be hidden. Truth is all that
matters, no matter who it hurts. (Chaotic) 6 Responsibility. Only by bringing
dark lore into the light can we eliminate its threat. (Lawful)

d6 Bond 1 One or more secret organizations are trying to stop me, which means I
must be close to the truth. 2 My studies come before anything else. 3 No theory,
however unbelievable, is worth abandoning without investigation. 4 I must
uncover the truth behind a particular mystery, one my father died to protect. 5
I travel with my companions because I have reason to believe they are crucial to
the future. 6 I once had a partner in my occult searches who vanished. I am
determined to find them.

d6 Flaw 1 When stressed, I mutter theories to myself, sometimes connecting
seemingly unconnected or random events, to explain my current predicament. 2
It's not paranoia if they really are out to get me. 3 I have a habit of lying to
hide my theories and discoveries. 4 I see secrets and mysteries in everything
and everyone. 5 The world is full of dark secrets, and I'm the only one who can
safely unearth them. 6 There is no law or social convention I won't break to
further my goals. | Tool Proficiencies: Thieves' tools"
